title,type,genre,year,rating,actors,overview,image_url
Breaking Bad,Series,Drama,2000,7.5,"Shah Rukh Khan, Deepika Padukone",A drama story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/51YE6WRz4fL._AC_.jpg
Taare Zameen Par,Movie,Comedy,2015,7.1,"Shah Rukh Khan, Deepika Padukone",A comedy story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Mirzapur,Series,Fantasy,2014,6.6,"Aamir Khan, Kareena Kapoor",A fantasy story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Breaking Bad,Series,Fantasy,1995,8.5,"Aamir Khan, Kareena Kapoor",A fantasy story featuring Aamir Khan.,https://m.media-amazon.com/images/I/51YE6WRz4fL._AC_.jpg
Avatar,Movie,Action,2013,6.3,"Leonardo DiCaprio, Tom Hardy",A action story featuring Leonardo DiCaprio.,https://m.media-amazon.com/images/I/61O1M9d8H7L._AC_SY679_.jpg
Dangal,Movie,Drama,1986,7.4,"Robert Downey Jr., Chris Evans",A drama story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/81tFzBf11xL._AC_SY679_.jpg
Titanic,Movie,Crime,2019,7.5,"Aamir Khan, Kareena Kapoor",A crime story featuring Aamir Khan.,https://m.media-amazon.com/images/I/51Qvs9i5a%2BL._AC_.jpg
The Dark Knight,Movie,Drama,2002,7.5,"Aamir Khan, Kareena Kapoor",A drama story featuring Aamir Khan.,https://m.media-amazon.com/images/I/51EbJjl1fWL._AC_.jpg
Taare Zameen Par,Movie,Drama,1998,7.3,"Shah Rukh Khan, Deepika Padukone",A drama story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Forrest Gump,Movie,Romance,2011,8.4,"Shah Rukh Khan, Deepika Padukone",A romance story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
PK,Movie,Comedy,2002,9.4,"Shah Rukh Khan, Deepika Padukone",A comedy story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Mirzapur,Series,Crime,2005,7.8,"Robert Downey Jr., Chris Evans",A crime story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Matrix,Movie,Action,2002,8.5,"Robert Downey Jr., Chris Evans",A action story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
PK,Movie,Romance,2011,9.2,"Robert Downey Jr., Chris Evans",A romance story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Matrix,Movie,Action,2003,8.3,"Leonardo DiCaprio, Tom Hardy",A action story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Dangal,Movie,Action,1981,9.4,"Robert Downey Jr., Chris Evans",A action story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/81tFzBf11xL._AC_SY679_.jpg
Gladiator,Movie,Fantasy,2017,7.9,"Leonardo DiCaprio, Tom Hardy",A fantasy story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Mirzapur,Series,Sci-Fi,2007,7.2,"Leonardo DiCaprio, Tom Hardy",A sci-fi story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Taare Zameen Par,Movie,Action,1985,7.8,"Aamir Khan, Kareena Kapoor",A action story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Joker,Movie,Action,2011,6.6,"Nawazuddin Siddiqui, Saif Ali Khan",A action story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
PK,Movie,Thriller,1989,7.7,"Leonardo DiCaprio, Tom Hardy",A thriller story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Titanic,Movie,Thriller,2013,8.6,"Shah Rukh Khan, Deepika Padukone",A thriller story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/51Qvs9i5a%2BL._AC_.jpg
PK,Movie,Fantasy,2021,6.6,"Shah Rukh Khan, Deepika Padukone",A fantasy story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Breaking Bad,Series,Romance,2011,7.4,"Shah Rukh Khan, Deepika Padukone",A romance story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/51YE6WRz4fL._AC_.jpg
The Dark Knight,Movie,Romance,1991,7.9,"Leonardo DiCaprio, Tom Hardy",A romance story featuring Leonardo DiCaprio.,https://m.media-amazon.com/images/I/51EbJjl1fWL._AC_.jpg
Mirzapur,Series,Fantasy,2018,8.3,"Shah Rukh Khan, Deepika Padukone",A fantasy story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Money Heist,Series,Sci-Fi,1996,9.5,"Leonardo DiCaprio, Tom Hardy",A sci-fi story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Stranger Things,Series,Romance,2016,7.4,"Shah Rukh Khan, Deepika Padukone",A romance story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/81Zt42ioCgL._AC_SY679_.jpg
PK,Movie,Sci-Fi,2015,8.9,"Shah Rukh Khan, Deepika Padukone",A sci-fi story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Lagaan,Movie,Comedy,2002,7.1,"Shah Rukh Khan, Deepika Padukone",A comedy story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Taare Zameen Par,Movie,Fantasy,1989,6.7,"Aamir Khan, Kareena Kapoor",A fantasy story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Interstellar,Movie,Fantasy,2005,6.3,"Nawazuddin Siddiqui, Saif Ali Khan",A fantasy story featuring Nawazuddin Siddiqui.,https://m.media-amazon.com/images/I/91kFYg4fX3L._AC_SL1500_.jpg
Joker,Movie,Romance,2006,8.5,"Robert Downey Jr., Chris Evans",A romance story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Interstellar,Movie,Sci-Fi,2021,9.0,"Aamir Khan, Kareena Kapoor",A sci-fi story featuring Aamir Khan.,https://m.media-amazon.com/images/I/91kFYg4fX3L._AC_SL1500_.jpg
Inception,Movie,Romance,1997,8.1,"Nawazuddin Siddiqui, Saif Ali Khan",A romance story featuring Nawazuddin Siddiqui.,https://m.media-amazon.com/images/I/51s+Oa0Rr0L._AC_.jpg
Avatar,Movie,Crime,2016,8.5,"Leonardo DiCaprio, Tom Hardy",A crime story featuring Leonardo DiCaprio.,https://m.media-amazon.com/images/I/61O1M9d8H7L._AC_SY679_.jpg
Forrest Gump,Movie,Drama,2001,9.4,"Aamir Khan, Kareena Kapoor",A drama story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Interstellar,Movie,Thriller,2025,8.8,"Robert Downey Jr., Chris Evans",A thriller story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/91kFYg4fX3L._AC_SL1500_.jpg
Titanic,Movie,Sci-Fi,2009,7.7,"Aamir Khan, Kareena Kapoor",A sci-fi story featuring Aamir Khan.,https://m.media-amazon.com/images/I/51Qvs9i5a%2BL._AC_.jpg
Taare Zameen Par,Movie,Comedy,1999,6.9,"Shah Rukh Khan, Deepika Padukone",A comedy story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Mirzapur,Series,Thriller,1988,8.4,"Robert Downey Jr., Chris Evans",A thriller story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Breaking Bad,Series,Romance,2007,7.9,"Shah Rukh Khan, Deepika Padukone",A romance story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/51YE6WRz4fL._AC_.jpg
Interstellar,Movie,Crime,1999,6.1,"Shah Rukh Khan, Deepika Padukone",A crime story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/91kFYg4fX3L._AC_SL1500_.jpg
Inception,Movie,Action,2006,8.1,"Shah Rukh Khan, Deepika Padukone",A action story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/51s+Oa0Rr0L._AC_.jpg
Game of Thrones,Series,Comedy,2019,8.6,"Aamir Khan, Kareena Kapoor",A comedy story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gladiator,Movie,Drama,2018,8.6,"Nawazuddin Siddiqui, Saif Ali Khan",A drama story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Forrest Gump,Movie,Crime,1988,7.0,"Nawazuddin Siddiqui, Saif Ali Khan",A crime story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
PK,Movie,Romance,2001,7.2,"Aamir Khan, Kareena Kapoor",A romance story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Stranger Things,Series,Fantasy,1985,8.7,"Shah Rukh Khan, Deepika Padukone",A fantasy story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/81Zt42ioCgL._AC_SY679_.jpg
Gladiator,Movie,Crime,2008,6.8,"Nawazuddin Siddiqui, Saif Ali Khan",A crime story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Dangal,Movie,Action,2016,7.0,"Nawazuddin Siddiqui, Saif Ali Khan",A action story featuring Nawazuddin Siddiqui.,https://m.media-amazon.com/images/I/81tFzBf11xL._AC_SY679_.jpg
Money Heist,Series,Sci-Fi,2006,6.7,"Leonardo DiCaprio, Tom Hardy",A sci-fi story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Money Heist,Series,Comedy,2005,9.3,"Aamir Khan, Kareena Kapoor",A comedy story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Joker,Movie,Crime,2009,8.3,"Shah Rukh Khan, Deepika Padukone",A crime story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
3 Idiots,Movie,Drama,1980,6.5,"Leonardo DiCaprio, Tom Hardy",A drama story featuring Leonardo DiCaprio.,https://m.media-amazon.com/images/I/51K8ouYrHeL._AC_.jpg
The Matrix,Movie,Crime,1988,8.1,"Robert Downey Jr., Chris Evans",A crime story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Dark Knight,Movie,Comedy,1988,6.8,"Shah Rukh Khan, Deepika Padukone",A comedy story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/51EbJjl1fWL._AC_.jpg
Stranger Things,Series,Crime,2021,7.1,"Aamir Khan, Kareena Kapoor",A crime story featuring Aamir Khan.,https://m.media-amazon.com/images/I/81Zt42ioCgL._AC_SY679_.jpg
PK,Movie,Action,2003,8.6,"Leonardo DiCaprio, Tom Hardy",A action story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Dark Knight,Movie,Action,1990,8.4,"Nawazuddin Siddiqui, Saif Ali Khan",A action story featuring Nawazuddin Siddiqui.,https://m.media-amazon.com/images/I/51EbJjl1fWL._AC_.jpg
Joker,Movie,Crime,2019,6.5,"Shah Rukh Khan, Deepika Padukone",A crime story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Money Heist,Series,Action,2017,7.0,"Aamir Khan, Kareena Kapoor",A action story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Forrest Gump,Movie,Comedy,1994,7.0,"Aamir Khan, Kareena Kapoor",A comedy story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Lagaan,Movie,Crime,2020,6.5,"Shah Rukh Khan, Deepika Padukone",A crime story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Joker,Movie,Drama,2004,6.3,"Nawazuddin Siddiqui, Saif Ali Khan",A drama story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Joker,Movie,Drama,1986,6.2,"Robert Downey Jr., Chris Evans",A drama story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gladiator,Movie,Drama,2015,9.5,"Aamir Khan, Kareena Kapoor",A drama story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Money Heist,Series,Comedy,1997,7.4,"Robert Downey Jr., Chris Evans",A comedy story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Dangal,Movie,Sci-Fi,1995,6.4,"Aamir Khan, Kareena Kapoor",A sci-fi story featuring Aamir Khan.,https://m.media-amazon.com/images/I/81tFzBf11xL._AC_SY679_.jpg
Dangal,Movie,Romance,2003,9.1,"Leonardo DiCaprio, Tom Hardy",A romance story featuring Leonardo DiCaprio.,https://m.media-amazon.com/images/I/81tFzBf11xL._AC_SY679_.jpg
Gladiator,Movie,Fantasy,2002,6.8,"Leonardo DiCaprio, Tom Hardy",A fantasy story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gladiator,Movie,Comedy,1997,7.7,"Nawazuddin Siddiqui, Saif Ali Khan",A comedy story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Money Heist,Series,Comedy,2000,6.2,"Aamir Khan, Kareena Kapoor",A comedy story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Stranger Things,Series,Sci-Fi,1995,6.5,"Aamir Khan, Kareena Kapoor",A sci-fi story featuring Aamir Khan.,https://m.media-amazon.com/images/I/81Zt42ioCgL._AC_SY679_.jpg
The Matrix,Movie,Comedy,1999,6.9,"Leonardo DiCaprio, Tom Hardy",A comedy story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Dark Knight,Movie,Drama,2013,8.5,"Robert Downey Jr., Chris Evans",A drama story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/51EbJjl1fWL._AC_.jpg
PK,Movie,Romance,1993,8.4,"Leonardo DiCaprio, Tom Hardy",A romance story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Joker,Movie,Crime,1994,9.2,"Shah Rukh Khan, Deepika Padukone",A crime story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Titanic,Movie,Comedy,2021,9.4,"Aamir Khan, Kareena Kapoor",A comedy story featuring Aamir Khan.,https://m.media-amazon.com/images/I/51Qvs9i5a%2BL._AC_.jpg
The Matrix,Movie,Comedy,1997,8.8,"Robert Downey Jr., Chris Evans",A comedy story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Sacred Games,Series,Crime,2006,6.5,"Aamir Khan, Kareena Kapoor",A crime story featuring Aamir Khan.,https://m.media-amazon.com/images/I/81zU0Fsq6zL._AC_SY679_.jpg
Lagaan,Movie,Sci-Fi,2001,6.6,"Nawazuddin Siddiqui, Saif Ali Khan",A sci-fi story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
3 Idiots,Movie,Crime,2023,6.7,"Leonardo DiCaprio, Tom Hardy",A crime story featuring Leonardo DiCaprio.,https://m.media-amazon.com/images/I/51K8ouYrHeL._AC_.jpg
The Matrix,Movie,Action,2022,7.9,"Shah Rukh Khan, Deepika Padukone",A action story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Forrest Gump,Movie,Sci-Fi,1981,7.1,"Shah Rukh Khan, Deepika Padukone",A sci-fi story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Forrest Gump,Movie,Romance,2023,7.2,"Robert Downey Jr., Chris Evans",A romance story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Money Heist,Series,Romance,1990,7.7,"Shah Rukh Khan, Deepika Padukone",A romance story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Godfather,Movie,Comedy,2017,6.5,"Robert Downey Jr., Chris Evans",A comedy story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gladiator,Movie,Fantasy,2003,6.1,"Nawazuddin Siddiqui, Saif Ali Khan",A fantasy story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Forrest Gump,Movie,Action,1992,8.5,"Shah Rukh Khan, Deepika Padukone",A action story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
PK,Movie,Comedy,2010,6.1,"Robert Downey Jr., Chris Evans",A comedy story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Sacred Games,Series,Sci-Fi,2005,8.5,"Nawazuddin Siddiqui, Saif Ali Khan",A sci-fi story featuring Nawazuddin Siddiqui.,https://m.media-amazon.com/images/I/81zU0Fsq6zL._AC_SY679_.jpg
Sacred Games,Series,Drama,1990,8.9,"Leonardo DiCaprio, Tom Hardy",A drama story featuring Leonardo DiCaprio.,https://m.media-amazon.com/images/I/81zU0Fsq6zL._AC_SY679_.jpg
Lagaan,Movie,Action,2025,8.4,"Robert Downey Jr., Chris Evans",A action story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Matrix,Movie,Comedy,1991,7.9,"Robert Downey Jr., Chris Evans",A comedy story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gladiator,Movie,Fantasy,1991,6.1,"Aamir Khan, Kareena Kapoor",A fantasy story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Stranger Things,Series,Romance,1998,7.1,"Leonardo DiCaprio, Tom Hardy",A romance story featuring Leonardo DiCaprio.,https://m.media-amazon.com/images/I/81Zt42ioCgL._AC_SY679_.jpg
The Matrix,Movie,Romance,2007,6.9,"Leonardo DiCaprio, Tom Hardy",A romance story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Forrest Gump,Movie,Sci-Fi,1996,7.8,"Aamir Khan, Kareena Kapoor",A sci-fi story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Avatar,Movie,Comedy,1996,7.0,"Leonardo DiCaprio, Tom Hardy",A comedy story featuring Leonardo DiCaprio.,https://m.media-amazon.com/images/I/61O1M9d8H7L._AC_SY679_.jpg
Gully Boy,Movie,Sci-Fi,1990,8.7,"Robert Downey Jr., Chris Evans",A sci-fi story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Titanic,Movie,Romance,2015,7.5,"Robert Downey Jr., Chris Evans",A romance story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/51Qvs9i5a%2BL._AC_.jpg
Breaking Bad,Series,Sci-Fi,2008,6.4,"Robert Downey Jr., Chris Evans",A sci-fi story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/51YE6WRz4fL._AC_.jpg
Lagaan,Movie,Thriller,2005,6.4,"Shah Rukh Khan, Deepika Padukone",A thriller story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Taare Zameen Par,Movie,Romance,1986,8.3,"Robert Downey Jr., Chris Evans",A romance story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Breaking Bad,Series,Drama,1990,8.0,"Robert Downey Jr., Chris Evans",A drama story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/51YE6WRz4fL._AC_.jpg
Titanic,Movie,Romance,2000,8.1,"Shah Rukh Khan, Deepika Padukone",A romance story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/51Qvs9i5a%2BL._AC_.jpg
Mirzapur,Series,Action,2011,6.8,"Shah Rukh Khan, Deepika Padukone",A action story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Stranger Things,Series,Romance,2011,6.5,"Shah Rukh Khan, Deepika Padukone",A romance story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/81Zt42ioCgL._AC_SY679_.jpg
Taare Zameen Par,Movie,Crime,1988,6.9,"Robert Downey Jr., Chris Evans",A crime story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Inception,Movie,Comedy,2018,9.1,"Robert Downey Jr., Chris Evans",A comedy story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/51s+Oa0Rr0L._AC_.jpg
Gully Boy,Movie,Thriller,2013,8.8,"Nawazuddin Siddiqui, Saif Ali Khan",A thriller story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Money Heist,Series,Thriller,2002,7.0,"Nawazuddin Siddiqui, Saif Ali Khan",A thriller story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Avatar,Movie,Comedy,2009,8.1,"Nawazuddin Siddiqui, Saif Ali Khan",A comedy story featuring Nawazuddin Siddiqui.,https://m.media-amazon.com/images/I/61O1M9d8H7L._AC_SY679_.jpg
The Godfather,Movie,Drama,2018,7.6,"Robert Downey Jr., Chris Evans",A drama story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Forrest Gump,Movie,Romance,2003,6.5,"Shah Rukh Khan, Deepika Padukone",A romance story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Titanic,Movie,Fantasy,2022,8.5,"Aamir Khan, Kareena Kapoor",A fantasy story featuring Aamir Khan.,https://m.media-amazon.com/images/I/51Qvs9i5a%2BL._AC_.jpg
PK,Movie,Drama,2008,8.0,"Shah Rukh Khan, Deepika Padukone",A drama story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Money Heist,Series,Romance,2012,8.7,"Shah Rukh Khan, Deepika Padukone",A romance story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Dangal,Movie,Action,2024,8.4,"Aamir Khan, Kareena Kapoor",A action story featuring Aamir Khan.,https://m.media-amazon.com/images/I/81tFzBf11xL._AC_SY679_.jpg
Avatar,Movie,Sci-Fi,1980,9.3,"Aamir Khan, Kareena Kapoor",A sci-fi story featuring Aamir Khan.,https://m.media-amazon.com/images/I/61O1M9d8H7L._AC_SY679_.jpg
Sacred Games,Series,Drama,2018,9.0,"Shah Rukh Khan, Deepika Padukone",A drama story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/81zU0Fsq6zL._AC_SY679_.jpg
Gully Boy,Movie,Romance,2022,7.5,"Leonardo DiCaprio, Tom Hardy",A romance story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Dark Knight,Movie,Fantasy,2016,8.8,"Aamir Khan, Kareena Kapoor",A fantasy story featuring Aamir Khan.,https://m.media-amazon.com/images/I/51EbJjl1fWL._AC_.jpg
Gladiator,Movie,Thriller,2001,7.0,"Robert Downey Jr., Chris Evans",A thriller story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Money Heist,Series,Crime,2013,9.2,"Aamir Khan, Kareena Kapoor",A crime story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gladiator,Movie,Comedy,1988,8.5,"Shah Rukh Khan, Deepika Padukone",A comedy story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Interstellar,Movie,Fantasy,1996,6.2,"Shah Rukh Khan, Deepika Padukone",A fantasy story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/91kFYg4fX3L._AC_SL1500_.jpg
Interstellar,Movie,Drama,2014,7.5,"Shah Rukh Khan, Deepika Padukone",A drama story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/91kFYg4fX3L._AC_SL1500_.jpg
Breaking Bad,Series,Comedy,1983,8.6,"Robert Downey Jr., Chris Evans",A comedy story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/51YE6WRz4fL._AC_.jpg
3 Idiots,Movie,Action,2003,6.8,"Robert Downey Jr., Chris Evans",A action story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/51K8ouYrHeL._AC_.jpg
Dangal,Movie,Crime,2013,7.9,"Robert Downey Jr., Chris Evans",A crime story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/81tFzBf11xL._AC_SY679_.jpg
Lagaan,Movie,Sci-Fi,1999,8.3,"Robert Downey Jr., Chris Evans",A sci-fi story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Sacred Games,Series,Fantasy,2025,7.6,"Robert Downey Jr., Chris Evans",A fantasy story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/81zU0Fsq6zL._AC_SY679_.jpg
Stranger Things,Series,Drama,1980,8.2,"Nawazuddin Siddiqui, Saif Ali Khan",A drama story featuring Nawazuddin Siddiqui.,https://m.media-amazon.com/images/I/81Zt42ioCgL._AC_SY679_.jpg
Dangal,Movie,Sci-Fi,1999,8.9,"Leonardo DiCaprio, Tom Hardy",A sci-fi story featuring Leonardo DiCaprio.,https://m.media-amazon.com/images/I/81tFzBf11xL._AC_SY679_.jpg
Money Heist,Series,Fantasy,2020,6.9,"Aamir Khan, Kareena Kapoor",A fantasy story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Dark Knight,Movie,Drama,1987,8.2,"Aamir Khan, Kareena Kapoor",A drama story featuring Aamir Khan.,https://m.media-amazon.com/images/I/51EbJjl1fWL._AC_.jpg
Game of Thrones,Series,Sci-Fi,1984,8.1,"Shah Rukh Khan, Deepika Padukone",A sci-fi story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
3 Idiots,Movie,Action,2001,8.2,"Aamir Khan, Kareena Kapoor",A action story featuring Aamir Khan.,https://m.media-amazon.com/images/I/51K8ouYrHeL._AC_.jpg
Breaking Bad,Series,Drama,2020,7.1,"Robert Downey Jr., Chris Evans",A drama story featuring Robert Downey Jr..,https://m.media-amazon.com/images/I/51YE6WRz4fL._AC_.jpg
Sacred Games,Series,Fantasy,2011,6.8,"Aamir Khan, Kareena Kapoor",A fantasy story featuring Aamir Khan.,https://m.media-amazon.com/images/I/81zU0Fsq6zL._AC_SY679_.jpg
Lagaan,Movie,Romance,2014,7.4,"Leonardo DiCaprio, Tom Hardy",A romance story featuring Leonardo DiCaprio.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Forrest Gump,Movie,Crime,1990,7.9,"Robert Downey Jr., Chris Evans",A crime story featuring Robert Downey Jr..,https://via.placeholder.com/200x300.png?text=Movie+Poster
Stranger Things,Series,Crime,1990,9.2,"Shah Rukh Khan, Deepika Padukone",A crime story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/81Zt42ioCgL._AC_SY679_.jpg
Inception,Movie,Drama,1982,8.3,"Shah Rukh Khan, Deepika Padukone",A drama story featuring Shah Rukh Khan.,https://m.media-amazon.com/images/I/51s+Oa0Rr0L._AC_.jpg
Game of Thrones,Series,Comedy,1986,6.7,"Nawazuddin Siddiqui, Saif Ali Khan",A comedy story featuring Nawazuddin Siddiqui.,https://via.placeholder.com/200x300.png?text=Movie+Poster
Interstellar,Movie,Comedy,1985,8.4,"Aamir Khan, Kareena Kapoor",A comedy story featuring Aamir Khan.,https://m.media-amazon.com/images/I/91kFYg4fX3L._AC_SL1500_.jpg
Mirzapur,Series,Crime,2003,8.9,"Shah Rukh Khan, Deepika Padukone",A crime story featuring Shah Rukh Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Godfather,Movie,Drama,1995,7.1,"Aamir Khan, Kareena Kapoor",A drama story featuring Aamir Khan.,https://via.placeholder.com/200x300.png?text=Movie+Poster
